,Date,1. open,2. high,3. low,4. close,5. volume,name,ma150,ma100,ma50,ma20
833,2021-09-16,7.45,7.5,7.21,7.38,38496,INCR,6.879379333333336,6.967167999999999,7.152099999999999,6.996499999999999
833,2021-09-16,72.935,75.08,72.935,75.04,1123919,INCY,71.08626666666669,69.457,67.01239999999997,68.8685000000001
833,2021-09-16,70.43,70.76,69.47,70.33,115456,INDB,82.57046666666658,82.33839999999982,82.06579999999998,76.25199999999998
833,2021-09-16,10.25,10.64,9.91,10.56,1239783,INDI,10.252199999999997,11.577500000000008,12.469400000000006,11.340500000000004
832,2021-09-17,8.42,8.89,8.41,8.82,1584445,IMVT,7.158666666666681,8.010200000000028,8.574199999999976,8.914999999999994
832,2021-09-17,16.71,17.1,16.39,16.44,537183,IMXI,17.03646666666667,16.16990000000001,16.440999999999995,16.554500000000026
832,2021-09-17,8.24,8.73,7.0,7.0,42457,INAB,5.179724666666669,5.894230000000009,7.012817999999998,6.784634999999993
832,2021-09-17,28.97,30.4,28.8,30.24,84188,INBK,43.180400000000006,42.0004,36.47180000000004,30.815000000000026
832,2021-09-17,26.9,26.9,26.9,26.9,142,INBKZ,26.22670399999999,26.425376999999973,26.65632400000001,26.813819999999993
832,2021-09-17,3.2,3.28,3.1,3.12,400398,INBS,1.4797226666666636,1.8273939999999953,2.1977999999999973,2.4734999999999987
832,2021-09-17,7.3,7.44,7.11,7.29,109055,INCR,6.871046000000002,6.958367999999999,7.1465,6.983499999999999
832,2021-09-17,75.25,76.11,74.22,75.99,2544976,INCY,71.09840000000003,69.40729999999999,66.87919999999997,68.4055000000001
832,2021-09-17,71.27,71.64,69.98,71.53,492560,INDB,82.63646666666658,82.50969999999981,82.29299999999998,76.74549999999998
832,2021-09-17,10.74,10.92,10.15,10.22,3489142,INDI,10.227266666666663,11.556100000000008,12.527600000000007,11.378500000000004
831,2021-09-20,8.69,8.8,8.43,8.61,630835,IMVT,7.131466666666682,7.980700000000028,8.548799999999977,8.909999999999993
831,2021-09-20,16.18,16.27,15.94,16.12,234892,IMXI,17.058333333333334,16.16350000000001,16.408799999999996,16.583000000000027
831,2021-09-20,7.09,7.7999,6.75,6.75,82530,INAB,5.157191333333336,5.865230000000009,6.996017999999999,6.735129999999993
831,2021-09-20,29.41,29.67,29.01,29.41,32527,INBK,43.25240000000001,42.196999999999996,36.74300000000004,30.915000000000028
831,2021-09-20,26.5,26.5,26.5,26.5,315,INBKZ,26.217437333333326,26.41737699999997,26.63352400000001,26.804819999999996
831,2021-09-20,3.08,3.085,2.8001,2.88,538937,INBS,1.4640226666666636,1.8045539999999953,2.1677999999999975,2.4289999999999985
831,2021-09-20,7.28,7.28,6.77,6.86,125422,INCR,6.861512666666669,6.954968,7.149699999999999,6.9735
831,2021-09-20,78.0,79.5,75.52,75.91,2735688,INCY,71.10233333333336,69.33019999999999,66.76679999999998,67.8840000000001
831,2021-09-20,69.77,70.47,69.045,70.23,199126,INDB,82.68319999999991,82.65139999999981,82.46779999999998,77.18999999999998
831,2021-09-20,9.9,10.18,9.79,10.09,1237531,INDI,10.203666666666663,11.542500000000008,12.603200000000006,11.422000000000004
830,2021-09-21,8.7,8.79,8.55,8.65,402043,IMVT,7.1062666666666825,7.950400000000028,8.530599999999975,8.907999999999992
830,2021-09-21,16.24,16.37,16.0,16.14,417770,IMXI,17.08406666666667,16.15910000000001,16.388599999999993,16.622000000000025
830,2021-09-21,7.0,7.3161,6.71,6.71,62880,INAB,5.135924666666669,5.838230000000009,6.978217999999999,6.685629999999992
830,2021-09-21,29.12,29.47,29.01,29.13,17314,INBK,43.32413333333334,42.4037,37.021000000000036,31.05600000000003
830,2021-09-21,26.5,26.5,26.5,26.5,70,INBKZ,26.212437333333323,26.418376999999968,26.650524000000004,26.825069999999993
830,2021-09-21,2.91,2.94,2.76,2.8,249558,INBS,1.4494893333333303,1.7843999999999953,2.1497999999999977,2.395999999999998
830,2021-09-21,6.9,7.12,6.55,7.07,187737,INCR,6.854512666666669,6.953668,7.162499999999999,6.9799999999999995
830,2021-09-21,75.75,76.83,74.86,76.06,1208090,INCY,71.1066666666667,69.24009999999998,66.60299999999998,67.31750000000008
830,2021-09-21,70.43,70.88,69.69,70.13,159686,INDB,82.74119999999992,82.80389999999981,82.6444,77.72899999999998
830,2021-09-21,10.925,12.08,10.66,11.52,5990906,INDI,10.182999999999998,11.526900000000007,12.676000000000005,11.467500000000005
829,2021-09-22,8.75,8.96,8.69,8.74,490022,IMVT,7.080400000000015,7.918500000000028,8.508199999999976,8.915999999999993
829,2021-09-22,16.26,16.6,16.23,16.5,262715,IMXI,17.105666666666668,16.15230000000001,16.372799999999994,16.660000000000025
829,2021-09-22,7.0,7.15,6.84,7.0,20361,INAB,5.112858000000002,5.813030000000009,6.954018,6.6461299999999905
829,2021-09-22,29.51,29.79,29.3,29.49,7484,INBK,43.38620000000001,42.614,37.298400000000036,31.23750000000003
829,2021-09-22,26.5,26.5,26.5,26.5,142,INBKZ,26.20578466666666,26.414376999999966,26.659524000000005,26.845319999999994
829,2021-09-22,2.84,2.93,2.77,2.77,366570,INBS,1.4351186666666633,1.7635299999999952,2.131799999999998,2.3679999999999986
829,2021-09-22,7.22,7.32,7.1034,7.29,59604,INCR,6.846779333333337,6.964968,7.165099999999999,6.976999999999999
829,2021-09-22,73.12,73.85,69.42,69.59,5782670,INCY,71.09393333333335,69.14709999999998,66.38099999999997,66.7880000000001
829,2021-09-22,71.665,72.01,70.67,71.26,100095,INDB,82.78479999999992,82.95409999999981,82.82,78.32499999999997
829,2021-09-22,11.64,11.7286,11.15,11.19,1875327,INDI,10.151599999999997,11.492600000000007,12.728400000000006,11.446500000000004
828,2021-09-23,8.88,8.88,8.39,8.82,457196,IMVT,7.052866666666681,7.885100000000028,8.491999999999976,8.905499999999993
828,2021-09-23,16.53,16.74,16.03,16.1,418275,IMXI,17.125533333333337,16.14390000000001,16.353399999999993,16.684000000000026
828,2021-09-23,7.16,7.7799,7.06,7.31,31575,INAB,5.088524666666669,5.7839800000000094,6.935817999999999,6.601129999999991
828,2021-09-23,29.935,30.21,29.86,30.04,14911,INBK,43.44426666666668,42.815599999999996,37.601400000000034,31.426500000000026
828,2021-09-23,27.2,27.35,26.5382,26.5382,845,INBKZ,26.19918466666666,26.405376999999966,26.668524000000005,26.870319999999992
828,2021-09-23,2.79,2.85,2.72,2.77,407041,INBS,1.4209053333333301,1.742829999999995,2.114799999999998,2.3444999999999983
828,2021-09-23,7.31,7.31,7.07,7.18,120489,INCR,6.838246000000003,6.961568000000001,7.166899999999998,6.956999999999999
828,2021-09-23,69.23,70.22,68.82,69.78,2412175,INCY,71.12620000000003,69.11139999999999,66.32179999999998,66.5910000000001
828,2021-09-23,71.75,74.45,71.75,73.87,187236,INDB,82.82439999999993,83.09009999999982,83.02680000000001,78.97549999999998
828,2021-09-23,11.3,11.348,10.74,11.17,1081041,INDI,10.12153333333333,11.461800000000006,12.783000000000005,11.454500000000003
827,2021-09-24,8.78,8.84,8.61,8.65,347048,IMVT,7.025866666666681,7.854100000000028,8.467599999999976,8.887999999999993
827,2021-09-24,16.03,16.445,15.85,16.31,459647,IMXI,17.15166666666667,16.14360000000001,16.338999999999995,16.723500000000023
827,2021-09-24,7.4,7.75,7.3001,7.6,14980,INAB,5.061458000000003,5.75368000000001,6.901618,6.56712999999999
827,2021-09-24,30.34,30.34,29.15,30.01,22971,INBK,43.509400000000014,43.01999999999999,37.878400000000035,31.71100000000003
827,2021-09-24,26.5382,26.5382,26.5382,26.5382,79,INBKZ,26.193929999999995,26.394594999999967,26.67676000000001,26.893409999999996
827,2021-09-24,2.73,2.7844,2.61,2.65,696726,INBS,1.40645933333333,1.721927999999995,2.095399999999998,2.313499999999998
827,2021-09-24,7.17,7.18,6.86,7.06,541493,INCR,6.83151266666667,6.960268000000001,7.166299999999998,6.934499999999998
827,2021-09-24,69.69,70.14,68.62,69.0,1407359,INCY,71.16366666666669,69.08859999999999,66.24179999999997,66.3955000000001
827,2021-09-24,72.98,75.05,72.98,73.92,180338,INDB,82.85619999999992,83.22409999999982,83.1468,79.45249999999999
827,2021-09-24,11.17,11.6625,11.15,11.41,800762,INDI,10.094399999999997,11.436900000000005,12.820200000000005,11.509500000000005
826,2021-09-27,8.69,9.0,8.4,8.97,724180,IMVT,6.998933333333347,7.823600000000028,8.447599999999976,8.870499999999993
826,2021-09-27,16.31,16.885,16.26,16.78,233827,IMXI,17.175400000000003,16.14180000000001,16.327599999999997,16.736500000000024
826,2021-09-27,7.39,7.77,7.32,7.42,9287,INAB,5.026791333333335,5.718080000000009,6.885617999999999,6.52012999999999
826,2021-09-27,30.25,31.1,30.0626,30.91,35375,INBK,43.56593333333334,43.22999999999999,38.17280000000004,31.99950000000003
826,2021-09-27,26.52,26.52,26.52,26.52,151,INBKZ,26.18700866666666,26.383812999999968,26.66819600000001,26.906499999999994
826,2021-09-27,2.71,2.74,2.48,2.54,669197,INBS,1.3928779999999967,1.7016439999999948,2.0737999999999976,2.283499999999998
826,2021-09-27,7.02,7.05,6.85,6.99,216728,INCR,6.823046000000003,6.960268000000001,7.171099999999998,6.910999999999999
826,2021-09-27,68.91,69.28,67.87,69.26,1654307,INCY,71.20340000000002,69.07689999999998,66.16199999999998,66.2350000000001
826,2021-09-27,74.11,77.59,74.11,76.52,196879,INDB,82.87779999999992,83.34439999999982,83.3228,79.99799999999998
826,2021-09-27,11.59,11.8799,11.2589,11.69,804285,INDI,10.06433333333333,11.408600000000003,12.847400000000004,11.545500000000004
825,2021-09-28,8.92,9.23,8.8,9.03,538396,IMVT,6.969800000000013,7.789000000000028,8.427999999999976,8.832499999999992
825,2021-09-28,16.66,16.68,16.46,16.46,118750,IMXI,17.19326666666667,16.13370000000001,16.311199999999996,16.740500000000022
825,2021-09-28,7.28,7.709,7.25,7.32,12004,INAB,4.992324666666669,5.68458000000001,6.8820179999999995,6.481629999999991
825,2021-09-28,31.07,31.17,30.56,30.6,14143,INBK,43.579933333333344,43.42239999999999,38.43080000000003,32.21650000000003
825,2021-09-28,26.99,26.99,26.99,26.99,561,INBKZ,26.180208666666662,26.373612999999967,26.659996000000007,26.930499999999995
825,2021-09-28,2.5,2.55,2.34,2.37,543443,INBS,1.3801306666666635,1.681542999999995,2.0565999999999978,2.261499999999998
825,2021-09-28,6.82,7.0707,6.77,6.82,142796,INCR,6.81391266666667,6.958768000000001,7.178099999999997,6.915999999999999
825,2021-09-28,69.07,69.63,68.545,68.68,1156541,INCY,71.24866666666668,69.06259999999999,66.11139999999997,66.1095000000001
825,2021-09-28,76.96,78.11,75.02,75.34,121613,INDB,82.88379999999991,83.42699999999982,83.4416,80.35549999999998
825,2021-09-28,11.8081,11.8081,11.09,11.61,884936,INDI,10.035266666666661,11.373800000000003,12.885200000000005,11.597500000000004
824,2021-09-29,9.1,9.32,8.77,8.82,537223,IMVT,6.940133333333345,7.753600000000029,8.406799999999977,8.779999999999992
824,2021-09-29,16.52,16.59,16.22,16.27,85045,IMXI,17.216,16.12760000000001,16.308999999999997,16.765500000000024
824,2021-09-29,7.25,7.5968,7.0,7.0,13627,INAB,4.960191333333335,5.651780000000009,6.879017999999999,6.450629999999991
824,2021-09-29,30.79,31.4,30.79,31.32,14943,INBK,43.624933333333345,43.61819999999999,38.695600000000034,32.43500000000003
824,2021-09-29,26.99,26.99,26.99,26.99,97,INBKZ,26.168941999999998,26.360212999999973,26.654196000000006,26.913999999999994
824,2021-09-29,2.355,2.4,2.2,2.26,502744,INBS,1.36858933333333,1.6631169999999948,2.0449999999999977,2.2494999999999985
824,2021-09-29,6.96,6.96,6.79,6.85,43549,INCR,6.8063793333333376,6.957468000000001,7.191299999999997,6.916499999999999
824,2021-09-29,68.8,69.2352,68.29,68.67,1609125,INCY,71.30533333333334,69.06109999999998,66.08439999999997,66.00300000000009
824,2021-09-29,75.49,77.58,75.19,77.31,146131,INDB,82.90073333333324,83.52589999999982,83.5906,80.71699999999998
824,2021-09-29,11.59,11.87,10.84,10.9,1131861,INDI,10.007799999999996,11.337800000000005,12.951600000000003,11.643500000000003
823,2021-09-30,8.82,8.97,8.61,8.69,350514,IMVT,6.9133333333333455,7.720300000000028,8.383599999999978,8.730499999999994
823,2021-09-30,16.33,16.74,16.23,16.7,232806,IMXI,17.250333333333334,16.12640000000001,16.308799999999998,16.771500000000024
823,2021-09-30,6.95,7.112,6.77,6.85,14317,INAB,4.931658000000002,5.621880000000009,6.871018,6.4106299999999905
823,2021-09-30,31.32,31.765,31.18,31.18,14749,INBK,43.66326666666668,43.80089999999999,38.951600000000035,32.57750000000003
823,2021-09-30,27.0,27.0,26.52,27.0,558,INBKZ,26.157675333333334,26.350312999999975,26.642096000000006,26.89749999999999
823,2021-09-30,2.25,2.54,2.25,2.52,365913,INBS,1.3577679999999968,1.6448189999999951,2.0339999999999976,2.2399999999999984
823,2021-09-30,6.93,6.98,6.83,6.93,48974,INCR,6.8005126666666715,6.950768,7.203099999999997,6.909999999999999
823,2021-09-30,68.74,69.91,68.7,68.78,1730981,INCY,71.38566666666667,69.05609999999997,66.04039999999998,65.81800000000008
823,2021-09-30,77.59,78.16,75.99,76.15,143405,INDB,82.91726666666658,83.59709999999983,83.6672,80.91099999999999
823,2021-09-30,10.99,12.7,10.76,12.31,5631265,INDI,9.986799999999995,11.305400000000004,13.033200000000004,11.721500000000002
822,2021-10-01,8.78,8.95,8.49,8.83,549664,IMVT,6.885666666666678,7.6860000000000275,8.363199999999978,8.703499999999995
822,2021-10-01,16.8,17.06,16.54,16.84,329520,IMXI,17.278133333333336,16.119200000000014,16.297199999999997,16.75600000000002
822,2021-10-01,7.55,7.71,6.9352,7.39,6935,INAB,4.903858000000001,5.594480000000009,6.8664179999999995,6.435629999999991
822,2021-10-01,30.995,31.5,30.81,30.95,24995,INBK,43.70373333333334,43.97539999999999,39.21520000000003,32.72300000000003
822,2021-10-01,27.0,27.0,27.0,27.0,12,INBKZ,26.147008666666668,26.343841999999974,26.629796000000006,26.88049999999999
822,2021-10-01,2.52,2.54,2.31,2.37,208375,INBS,1.3451013333333302,1.6244509999999952,2.0179999999999976,2.218499999999998
